learning_rate;batch_size;max_length;num_epochs;r2;mae;rmse;mse
5e-05;16;128;7;0.8606303930282593;0.523764967918396;0.8836606770202966;0.780856192111969
5e-05;16;256;7;0.857795000076294;0.5250345468521118;0.8926042014555416;0.7967422604560852
5e-05;16;256;5;0.8526471257209778;0.5721497535705566;0.9086169540840422;0.8255847692489624
5e-05;16;128;5;0.8526471257209778;0.5721497535705566;0.9086169540840422;0.8255847692489624
5e-05;32;128;7;0.8301816582679749;0.5765374302864075;0.9754249355895038;0.9514538049697876
5e-05;32;256;7;0.8301816582679749;0.5765374302864075;0.9754249355895038;0.9514538049697876
5e-05;32;128;5;0.8270432949066162;0.6265779137611389;0.9843967980287411;0.9690370559692383
5e-05;32;256;5;0.8270432949066162;0.6265779137611389;0.9843967980287411;0.9690370559692383
2e-05;16;128;7;0.79494309425354;0.6891885995864868;1.071861649588586;1.1488873958587646
2e-05;16;256;7;0.7941466569900513;0.690057635307312;1.0739411706351654;1.1533496379852295
5e-05;16;128;3;0.7808835506439209;0.7000287175178528;1.107998114398357;1.227659821510315
5e-05;16;256;3;0.7808835506439209;0.7000287175178528;1.107998114398357;1.227659821510315
2e-05;16;256;5;0.768578052520752;0.7610193490982056;1.1386854324711497;1.2966045141220093
2e-05;16;128;5;0.768578052520752;0.7610193490982056;1.1386854324711497;1.2966045141220093
2e-05;32;256;7;0.7523310780525208;0.7915884852409363;1.1779783385281604;1.387632966041565
2e-05;32;128;7;0.7523310780525208;0.7915884852409363;1.1779783385281604;1.387632966041565
5e-05;32;128;3;0.7336459159851074;0.8207772970199585;1.2216061601231163;1.4923216104507446
5e-05;32;256;3;0.7336459159851074;0.8207772970199585;1.2216061601231163;1.4923216104507446
1e-05;16;128;7;0.7203593254089355;0.8389698266983032;1.2517042463141137;1.5667635202407837
1e-05;16;256;7;0.6956292390823364;0.8840519189834595;1.3058791514823902;1.7053203582763672
2e-05;32;128;5;0.6859920024871826;0.9021707773208618;1.3263919967872375;1.7593157291412354
2e-05;32;256;5;0.6859920024871826;0.9021707773208618;1.3263919967872375;1.7593157291412354
1e-05;16;128;5;0.6131796836853027;0.9834626317024231;1.4721638390022922;2.167266368865967
1e-05;16;256;5;0.6030992865562439;1.004338264465332;1.491222608879096;2.2237448692321777
2e-05;16;256;3;0.5970085859298706;1.0296918153762817;1.5026208710251583;2.2578694820404053
2e-05;16;128;3;0.5970085859298706;1.0296918153762817;1.5026208710251583;2.2578694820404053
1e-05;32;128;7;0.5711266994476318;1.0474703311920166;1.5501224838592014;2.4028797149658203
1e-05;32;256;7;0.5711266994476318;1.0474703311920166;1.5501224838592014;2.4028797149658203
2e-05;32;256;3;0.4891248941421509;1.160035252571106;1.6918384449127204;2.8623173236846924
2e-05;32;128;3;0.4891248941421509;1.160035252571106;1.6918384449127204;2.8623173236846924
1e-05;32;256;5;0.4328534007072449;1.2113473415374756;1.7825806315671473;3.17759370803833
1e-05;32;128;5;0.4328534007072449;1.2113473415374756;1.7825806315671473;3.17759370803833
1e-05;16;128;3;0.39401090145111084;1.2494219541549683;1.8426120932033652;3.395219326019287
1e-05;16;256;3;0.38445645570755005;1.253476858139038;1.857081304829652;3.4487509727478027
1e-05;32;128;3;0.2764934301376343;1.3691076040267944;2.0133661432098076;4.053643226623535
1e-05;32;256;3;0.2764934301376343;1.3691076040267944;2.0133661432098076;4.053643226623535
