learning_rate;batch_size;max_length;num_epochs;r2;mae;rmse;mse
5e-05;16;128;7;0.8127659559249878;0.586925745010376;1.044745542675112;1.0914932489395142
5e-05;16;256;5;0.7830815315246582;0.680751621723175;1.124517867302991;1.264540433883667
5e-05;16;128;5;0.7721744775772095;0.6807733774185181;1.1524425399589797;1.3281238079071045
5e-05;16;256;7;0.7629014253616333;0.5747532248497009;1.1756621645823293;1.3821815252304077
5e-05;32;256;7;0.7405014634132385;0.6899944543838501;1.2299446564140566;1.5127638578414917
2e-05;16;128;7;0.7398801445960999;0.7900058627128601;1.2314161740394323;1.516385793685913
5e-05;32;128;7;0.7285101413726807;0.6642196178436279;1.258041313636198;1.5826679468154907
2e-05;16;256;7;0.7021435499191284;0.7916908860206604;1.3177153646208646;1.736373782157898
2e-05;32;256;7;0.6611672043800354;0.8994750380516052;1.4054351989235978;1.975248098373413
5e-05;32;256;5;0.653285026550293;0.862770140171051;1.4216884448733833;2.021198034286499
2e-05;32;128;7;0.6192578077316284;0.9597607851028442;1.4898193101323602;2.2195615768432617
5e-05;32;128;5;0.5686912536621094;0.9267095327377319;1.58566793020531;2.514342784881592
5e-05;16;256;3;0.5594574213027954;0.9414900541305542;1.6025517083691327;2.568171977996826
5e-05;16;128;3;0.5377281308174133;0.9581267237663269;1.641598149465704;2.6948444843292236
1e-05;16;256;7;0.4947746992111206;1.1604628562927246;1.7161714111027422;2.945244312286377
2e-05;16;256;5;0.4788767099380493;1.1776502132415771;1.7429636778644402;3.0379223823547363
2e-05;16;128;5;0.4630967378616333;1.1802247762680054;1.769156039375709;3.129913091659546
2e-05;16;256;3;0.35950154066085815;1.293639063835144;1.932311586618354;3.733828067779541
5e-05;32;256;3;0.340545117855072;1.3437680006027222;1.960697721738431;3.8443355560302734
1e-05;16;128;5;0.32282018661499023;1.377987027168274;1.9868730455876733;3.947664499282837
1e-05;32;256;7;0.31140387058258057;1.4451185464859009;2.0035510724390897;4.014216899871826
2e-05;16;128;3;0.28889042139053345;1.451547622680664;2.0360403062769117;4.14546012878418
1e-05;16;128;7;0.2871766686439514;1.4712715148925781;2.038492291111951;4.155450820922852
1e-05;32;128;7;0.277704119682312;1.5446339845657349;2.051992062573762;4.210671424865723
2e-05;32;256;3;0.2219344973564148;1.6099083423614502;2.1297380694670776;4.5357842445373535
1e-05;16;256;5;0.19777661561965942;1.54839026927948;2.16254798968213;4.676613807678223
2e-05;32;256;5;0.19498252868652344;1.5282306671142578;2.1663108191121703;4.692902565002441
1e-05;16;256;3;0.16310203075408936;1.6761654615402222;2.208789658333437;4.878751754760742
2e-05;32;128;3;0.1475798487663269;1.726108193397522;2.2291790495436468;4.969239234924316
5e-05;32;128;3;0.1264360547065735;1.638007402420044;2.256656443160925;5.092498302459717
2e-05;32;128;5;0.11892575025558472;1.66106379032135;2.266336368823395;5.136280536651611
1e-05;32;256;3;0.10767823457717896;1.7756750583648682;2.280756126140515;5.20184850692749
1e-05;16;128;3;0.07766157388687134;1.777068853378296;2.318799794117417;5.376832485198975
1e-05;32;128;3;0.07288485765457153;1.7911876440048218;2.3247965118615697;5.404678821563721
1e-05;32;256;5;0.06966865062713623;1.8537894487380981;2.3288254676175857;5.423428058624268
1e-05;32;128;5;0.06622540950775146;1.8225500583648682;2.3331310547842845;5.443500518798828
