learning_rate;batch_size;max_length;num_epochs;r2;mae;rmse;mse
5e-05;16;256;7;0.9098669290542603;0.536909818649292;0.711910839099677;0.5068170428276062
5e-05;16;128;7;0.8925699591636658;0.5768963098526001;0.7772244309139552;0.6040778160095215
5e-05;16;256;5;0.8732479214668274;0.605758547782898;0.8442306209324782;0.7127253413200378
5e-05;16;128;5;0.8427994251251221;0.6964737772941589;0.9401791437882454;0.8839368224143982
5e-05;32;256;7;0.8425468802452087;0.7401430606842041;0.9409340905083717;0.8853569626808167
5e-05;32;128;7;0.8315507769584656;0.7675236463546753;0.973235850014015;0.9471880197525024
2e-05;16;128;7;0.822939395904541;0.7801825404167175;0.9978024356954532;0.995609700679779
2e-05;16;256;7;0.8075343370437622;0.7731868624687195;1.04030380103295;1.0822319984436035
5e-05;32;256;5;0.7858433723449707;0.8555769920349121;1.0973605371902428;1.2042001485824585
5e-05;16;256;3;0.7384580373764038;0.9331797957420349;1.2127025906919922;1.4706475734710693
5e-05;32;128;5;0.729354202747345;0.9763777852058411;1.2336279624557833;1.5218379497528076
2e-05;16;128;5;0.711881160736084;0.953874409198761;1.2728270489268356;1.6200886964797974
2e-05;16;256;5;0.6968361139297485;0.9369968771934509;1.3056365804126715;1.7046868801116943
2e-05;32;256;7;0.6786830425262451;1.077757716178894;1.3441582880076306;1.8067615032196045
5e-05;16;128;3;0.6757673025131226;1.0508900880813599;1.3502432056631102;1.823156714439392
1e-05;16;256;7;0.6617574691772461;1.1144318580627441;1.379106155904336;1.9019337892532349
1e-05;16;128;7;0.6410770416259766;1.135563850402832;1.4206404304253784;2.018219232559204
2e-05;32;128;7;0.6382604241371155;1.143452763557434;1.4262038349299586;2.034057378768921
1e-05;16;128;5;0.5830090045928955;1.2567998170852661;1.531252880482981;2.3447353839874268
2e-05;16;128;3;0.5761507749557495;1.264470100402832;1.5437936629943028;2.383298873901367
2e-05;16;256;3;0.5638341307640076;1.2571852207183838;1.5660636698469594;2.4525554180145264
5e-05;32;128;3;0.538594663143158;1.273927927017212;1.6107379364220307;2.5944766998291016
1e-05;16;256;5;0.5325635671615601;1.277356505393982;1.6212308159298316;2.628389358520508
5e-05;32;256;3;0.5205850601196289;1.287710189819336;1.6418721862699157;2.695744276046753
2e-05;32;256;5;0.5034211874008179;1.331831693649292;1.671004737313094;2.7922568321228027
1e-05;32;256;7;0.4966457486152649;1.371017336845398;1.6823658725052457;2.830354928970337
2e-05;32;128;5;0.4948974847793579;1.353613257408142;1.6852848914665062;2.8401851654052734
1e-05;32;128;7;0.479153573513031;1.386343002319336;1.7113483928428457;2.928713321685791
1e-05;16;128;3;0.4326053261756897;1.429375410079956;1.7861840692823094;3.19045352935791
1e-05;16;256;3;0.41447705030441284;1.4350968599319458;1.8144939898435781;3.292388439178467
2e-05;32;128;3;0.3998561501502991;1.4487899541854858;1.8370088738365749;3.3746016025543213
2e-05;32;256;3;0.3931387662887573;1.456920862197876;1.8472610276750456;3.4123733043670654
1e-05;32;128;5;0.36935293674468994;1.455664038658142;1.8831146757524624;3.5461208820343018
1e-05;32;256;5;0.3166583776473999;1.4653489589691162;1.9602096240187745;3.842421770095825
1e-05;32;256;3;0.29707634449005127;1.5216923952102661;1.988097356599887;3.952531099319458
1e-05;32;128;3;0.27573907375335693;1.5241550207138062;2.0180462629234537;4.072510719299316
