learning_rate;batch_size;max_length;num_epochs;r2;mae;rmse;mse
5e-05;16;128;7;0.8598477840423584;0.6716838479042053;0.9349023753214468;0.8740424513816833
5e-05;16;256;7;0.8474861979484558;0.6894793510437012;0.9752610346236603;0.9511340856552124
2e-05;16;256;7;0.8046623468399048;0.7871382832527161;1.103720964890136;1.2181999683380127
5e-05;16;256;5;0.8044615387916565;0.8450177907943726;1.1042880165546327;1.2194520235061646
5e-05;32;256;7;0.8002327680587769;0.8053470849990845;1.1161650667418797;1.2458244562149048
5e-05;32;128;7;0.7910621166229248;0.8442768454551697;1.1414972393054303;1.303015947341919
2e-05;16;128;7;0.7411136031150818;0.9276918172836304;1.2706352715328049;1.6145139932632446
5e-05;16;128;5;0.7305503487586975;0.9643356800079346;1.296298714791923;1.6803903579711914
5e-05;16;256;3;0.7176790833473206;1.033298373222351;1.3268988390742746;1.7606605291366577
2e-05;32;256;7;0.6797478199005127;1.0531059503555298;1.413228247277558;1.9972140789031982
5e-05;16;128;3;0.662601113319397;1.1046688556671143;1.4505680517139479;2.1041476726531982
1e-05;16;128;7;0.6509804725646973;1.1337430477142334;1.475336605393036;2.1766180992126465
5e-05;32;256;5;0.6497138738632202;1.1346532106399536;1.4780112127980831;2.1845171451568604
1e-05;16;256;7;0.6405675411224365;1.100560188293457;1.497183062045806;2.2415571212768555
5e-05;32;256;3;0.634711503982544;1.1629189252853394;1.5093302623365947;2.2780778408050537
5e-05;32;128;5;0.6309026479721069;1.1903241872787476;1.517178712420644;2.3018312454223633
2e-05;16;128;5;0.6285196542739868;1.1471209526062012;1.5220684453384223;2.316692352294922
2e-05;16;256;5;0.6031565070152283;1.2030125856399536;1.5731709592620344;2.4748668670654297
1e-05;16;128;5;0.6005146503448486;1.1894724369049072;1.5783987280011549;2.491342544555664
2e-05;32;128;7;0.5979049205780029;1.1915534734725952;1.5835460051540824;2.507617950439453
2e-05;16;256;3;0.5813552737236023;1.2488596439361572;1.6158055099497237;2.6108274459838867
2e-05;16;128;3;0.573837399482727;1.243430733680725;1.6302491285523295;2.65771222114563
1e-05;16;256;5;0.5473513603210449;1.2839645147323608;1.680145556070768;2.8228890895843506
5e-05;32;128;3;0.5464555025100708;1.320924997329712;1.6818073469183197;2.8284759521484375
2e-05;32;128;5;0.522757887840271;1.331215262413025;1.72518493103338;2.9762630462646484
2e-05;32;256;5;0.5176788568496704;1.3512508869171143;1.734340839221399;3.0079381465911865
1e-05;32;256;7;0.4983059763908386;1.3767882585525513;1.7688285324940662;3.1287543773651123
1e-05;32;128;7;0.49000900983810425;1.405482292175293;1.7833950445008997;3.180497884750366
2e-05;32;256;3;0.4853212237358093;1.3990306854248047;1.7915725757229712;3.2097322940826416
2e-05;32;128;3;0.4595613479614258;1.4349451065063477;1.8358597109933228;3.3703808784484863
1e-05;16;128;3;0.4427528381347656;1.4530714750289917;1.864190221793145;3.475205183029175
1e-05;16;256;3;0.4376208186149597;1.463623046875;1.8727547872286345;3.5072104930877686
1e-05;32;128;5;0.42274701595306396;1.5285429954528809;1.89735846603531;3.5999691486358643
1e-05;32;256;5;0.410727322101593;1.5413154363632202;1.9170102834211802;3.6749284267425537
1e-05;32;128;3;0.3936571478843689;1.593848466873169;1.9445782850009388;3.7813847064971924
1e-05;32;256;3;0.38688671588897705;1.6011662483215332;1.9554046754478174;3.8236074447631836
